vehicle_id,timestamp,meta_time,lap,Speed,pbrake_f,ath,Steering_Angle,accx_can,accy_can,nmotor,Gear,track_name,track_id,chassis,car_number,timestamp_dt,braking_intensity,cornering_force,throttle_efficiency,rpm_per_gear
GR86-001-001,1761847099394,1761847099394,1,161.3504416502419,0.0,72.67086787256528,-10.902309847538223,-0.1388894144231195,0.4807656529706191,6978.27880755652,5,Sonoma Raceway,SON,001,001,2025-10-30 17:58:19.394,0.0,5.241456112739725,2.1901525841848826,1163.0464679260867
GR86-001-001,1761847099394,1761847099394,2,158.84702679751214,0.0,71.16769449274524,-5.174932480097515,0.0095088407247563,0.0755484809271447,7242.711812828777,5,Sonoma Raceway,SON,001,001,2025-10-30 17:58:19.394,0.0,0.39095828777190866,2.201082186621335,1207.1186354714628
GR86-001-001,1761847099394,1761847099394,3,160.62733583247692,0.0,24.46119373421522,5.702061152172843,0.2874193876316467,0.7775783548775417,7203.5110548929215,5,Sonoma Raceway,SON,001,001,2025-10-30 17:58:19.394,0.0,4.433799330117699,6.308711897377496,1200.585175815487
GR86-001-001,1761847099394,1761847099394,4,161.88589478540035,0.0,81.50751984544408,-0.0460317797003983,0.7066001023084949,0.8906465682214849,7329.885647397958,5,Sonoma Raceway,SON,001,001,2025-10-30 17:58:19.394,0.0,0.04099804661928715,1.962074427744896,1221.6476078996595
GR86-001-001,1761847099394,1761847099394,5,171.72908281170612,0.0,79.21102204060409,-4.26590373806272,0.4728403255564406,-0.205665094773744,7593.425756668661,5,Sonoma Raceway,SON,001,001,2025-10-30 17:58:19.394,0.0,0.8773474965843382,2.14096614708106,1265.570959444777
GR86-001-001,1761847099394,1761847099394,6,165.4311948076374,0.0,80.65627395302488,-7.208268212206505,-0.579111523149199,0.9274960324617582,7329.7414313463905,5,Sonoma Raceway,SON,001,001,2025-10-30 17:58:19.394,0.0,6.685640167741744,2.0259459169396643,1221.623571891065
GR86-001-001,1761847099394,1761847099394,7,162.06484918318205,0.0,86.54213998680413,-0.8879522318977935,0.3988982426450106,1.1498828299141168,7498.987215019018,5,Sonoma Raceway,SON,001,001,2025-10-30 17:58:19.394,0.0,1.021041025243191,1.851278129682588,1249.8312025031696
GR86-001-001,1761847099394,1761847099394,7,166.14570057074198,0.0,70.68679020021095,-3.342066469023965,-0.0085677959739094,0.2969618685644903,7341.698074998667,5,Sonoma Raceway,SON,001,001,2025-10-30 17:58:19.394,0.0,0.9924663035080848,2.3176613167742732,1223.6163458331112
GR86-001-001,1761847099394,1761847099394,7,160.36128632038054,0.0,52.45209815447667,-1.873743481110253,0.1073049342237348,0.2520099721026795,6945.54393778718,5,Sonoma Raceway,SON,001,001,2025-10-30 17:58:19.394,0.0,0.4722020424021724,3.000093389354635,1157.5906562978632
GR86-001-001,1761847099394,1761847099394,10,162.58497139231932,0.0,69.42648475587932,-2.347557857433733,0.1861663999015133,-0.4170590110202768,7284.224161503011,5,Sonoma Raceway,SON,001,001,2025-10-30 17:58:19.394,0.0,0.9790701583341926,2.308577120608685,1214.0373602505017
GR86-001-001,1761847099394,1761847099394,11,162.5799920192681,0.0,41.137094314780114,-0.5448347313972322,-1.0653430898904246,0.7598165464828162,7193.147600540703,5,Sonoma Raceway,SON,001,001,2025-10-30 17:58:19.394,0.0,0.4139744440141377,3.8583579305382036,1198.8579334234505
GR86-001-001,1761847099394,1761847099394,12,166.1948197303579,0.0,100.0,-0.3666274895513893,0.17628757605519,0.3173690675615808,7357.479239838043,5,Sonoma Raceway,SON,001,001,2025-10-30 17:58:19.394,0.0,0.11635622450136762,1.6454932646570088,1226.2465399730072
GR86-001-001,1761847099394,1761847099394,13,166.751195854629,0.0,64.12652290596961,0.7146725496865838,-0.2233608177395234,0.03148853112446,7501.185313032556,5,Sonoma Raceway,SON,001,001,2025-10-30 17:58:19.394,0.0,0.022503988824603176,2.560419141298027,1250.1975521720926
GR86-001-001,1761847099394,1761847099394,13,152.8500021524709,0.0,70.59434161222616,-0.6161733977730881,0.2673318368879979,0.3024325225150124,6861.560378167068,5,Sonoma Raceway,SON,001,001,2025-10-30 17:58:19.394,0.0,0.18635087499516118,2.134945286323699,1143.593396361178
GR86-001-001,1761847099394,1761847099394,15,157.47741116737225,0.0,59.174993989502894,-7.198016044064064,0.2632773176060844,-1.3953508393632492,7078.655420816881,5,Sonoma Raceway,SON,001,001,2025-10-30 17:58:19.394,0.0,10.043757728834926,2.6169908915128945,1179.7759034694802
GR86-001-001,1761847099394,1761847099394,16,150.02916475051867,0.0,88.54381365153273,0.0019307671504486,-0.3413762002265693,-0.8659657901773491,6524.595188741157,5,Sonoma Raceway,SON,001,001,2025-10-30 17:58:19.394,0.0,0.0016719783010866907,1.6754833040099204,1087.4325314568594
GR86-001-001,1761847099394,1761847099394,17,161.33286896335323,0.0,80.39933537780178,0.5797278427552315,0.8950992659162949,-1.5946846392931593,7335.95475953416,5,Sonoma Raceway,SON,001,001,2025-10-30 17:58:19.394,0.0,0.9244830858123276,1.9819924599451944,1222.6591265890268
GR86-001-001,1761847099394,1761847099394,18,167.73244905062813,0.0,93.09348435307656,0.8119439710820333,0.9147609943820668,-0.1316255665078025,7046.0650937400815,5,Sonoma Raceway,SON,001,001,2025-10-30 17:58:19.394,0.0,0.10687258516626744,1.7826149196604155,1174.3441822900136
GR86-001-001,1761847099394,1761847099394,19,165.54898545186884,0.0,57.51133194649505,-6.802507623485491,0.3436686642505342,0.4499704709319549,7508.926699277959,5,Sonoma Raceway,SON,001,001,2025-10-30 17:58:19.394,0.0,3.06092755885798,2.829349118274269,1251.4877832129932
GR86-001-001,1761847099394,1761847099394,20,160.90031943137544,0.0,77.53553737245868,0.4580023837437127,-0.1933296492679387,0.749825507341576,7179.90196752639,5,Sonoma Raceway,SON,001,001,2025-10-30 17:58:19.394,0.0,0.3434218697542806,2.048758114028019,1196.650327921065
GR86-001-001,1761847099394,1761847099394,21,158.7318289103879,0.0,59.26140553193432,-13.400956709731409,0.0274776357149266,0.4023541938430161,7042.8212190879785,5,Sonoma Raceway,SON,001,001,2025-10-30 17:58:19.394,0.0,5.3919311336691385,2.634054541364309,1173.8035365146632
GR86-001-001,1761847099394,1761847099394,22,158.98429496461196,0.0,75.97203359008634,1.7902180631697022,-0.3431055437625716,-0.8354295904871191,7286.09312896553,5,Sonoma Raceway,SON,001,001,2025-10-30 17:58:19.394,0.0,1.4956011433965077,2.065481286505706,1214.3488548275884
