vehicle_id,timestamp,meta_time,lap,Speed,pbrake_f,ath,Steering_Angle,accx_can,accy_can,nmotor,Gear,track_name,track_id,chassis,car_number,timestamp_dt,braking_intensity,cornering_force,throttle_efficiency,rpm_per_gear
GR86-001-001,1761847097905,1761847097905,1,167.1844350151979,0.0,75.96356994360333,9.580393553106852,-0.3234621844335315,-0.8646308461780283,7336.795899574095,5,Sebring International Raceway,SEB,001,001,2025-10-30 17:58:17.905,0.0,8.283503784541304,2.172254160477558,1222.7993165956825
GR86-001-001,1761847097905,1761847097905,2,159.32954018217225,0.0,63.28785829681196,-2.7753027164763995,-0.849370627976704,0.5818183784711961,7344.641135166066,5,Sebring International Raceway,SEB,001,001,2025-10-30 17:58:17.905,0.0,1.6147221262670044,2.4783768568951285,1224.1068558610111
GR86-001-001,1761847097905,1761847097905,3,164.84990564550594,0.0,50.62335242009458,-0.6149693942326364,0.6310986285923147,-0.7130096063101339,7119.565214340795,5,Sebring International Raceway,SEB,001,001,2025-10-30 17:58:17.905,0.0,0.4384790856745936,3.1933204241369166,1186.5942023901325
GR86-001-001,1761847097905,1761847097905,4,163.59651590785165,0.0,85.82738322504632,-8.385834550833136,0.7470515508399168,0.3531739698593579,6938.226090561269,5,Sebring International Raceway,SEB,001,001,2025-10-30 17:58:17.905,0.0,2.961658478901504,1.884158082754018,1156.3710150935449
GR86-001-001,1761847097905,1761847097905,4,159.2662598710701,0.0,51.0678251613265,-0.9342071542244392,0.8430125416572487,-0.5546989496116609,7248.526654318108,5,Sebring International Raceway,SEB,001,001,2025-10-30 17:58:17.905,0.0,0.5182037271679953,3.0588229751790266,1208.0877757196847
GR86-001-001,1761847097905,1761847097905,4,165.50094141967287,0.0,44.445940648426046,-5.441147903988789,-0.0970374901873538,1.3113703465943538,7496.19834822129,5,Sebring International Raceway,SEB,001,001,2025-10-30 17:58:17.905,0.0,7.135360012724919,3.6417101078400664,1249.366391370215
GR86-001-001,1761847097905,1761847097905,7,165.44478162325072,0.0,69.50282761527924,-9.459203486728343,-0.1030865844206549,0.008519633753331,7100.549756550783,5,Sebring International Raceway,SEB,001,001,2025-10-30 17:58:17.905,0.0,0.08058894930515709,2.346640372015318,1183.4249594251305
GR86-001-001,1761847097905,1761847097905,8,168.72990237204723,0.0,48.16543473157036,-11.983159950473844,-0.1742592473223867,-0.1147173983554953,7713.135282182343,5,Sebring International Raceway,SEB,001,001,2025-10-30 17:58:17.905,0.0,1.3746769335961253,3.4318806147706353,1285.5225470303906
GR86-001-001,1761847097905,1761847097905,9,172.9377183072813,0.0,82.0320215432072,2.854701623899724,-0.3815555685858701,0.1383788661367129,7418.656529074783,5,Sebring International Raceway,SEB,001,001,2025-10-30 17:58:17.905,0.0,0.39503037387387685,2.0827834261182003,1236.4427548457973
GR86-001-001,1761847097905,1761847097905,10,162.70276449036854,0.0,68.88534806457085,-3.952886510449777,0.1803436484589273,-0.8062948186844219,7276.314726753483,5,Sebring International Raceway,SEB,001,001,2025-10-30 17:58:17.905,0.0,3.1871919122232,2.3281384295323058,1212.7191211255806
