vehicle_id,timestamp,meta_time,lap,Speed,pbrake_f,ath,Steering_Angle,accx_can,accy_can,nmotor,Gear,track_name,track_id,chassis,car_number,timestamp_dt,braking_intensity,cornering_force,throttle_efficiency,rpm_per_gear
GR86-001-001,1761847096176,1761847096176,1,158.22154201378717,0.0,66.2519672495225,-3.791471871122432,-0.0099697929830533,0.4315834783834518,6960.146266775612,5,Road America,RA,001,001,2025-10-30 17:58:16.176,0.0,1.6363366183320336,2.352667862142138,1160.0243777959354
GR86-001-001,1761847096176,1761847096176,2,163.03834292261678,0.0,95.80874801053004,-7.087771748965459,0.4712019900490622,1.2801969221859992,7084.046340981718,5,Road America,RA,001,001,2025-10-30 17:58:16.176,0.0,9.073743578182457,1.684128204042912,1180.6743901636196
GR86-001-001,1761847096176,1761847096176,3,161.70694316406113,0.0,80.57345085017421,3.473590722023241,0.073233050353686,0.3774424642585138,7500.13657960918,5,Road America,RA,001,001,2025-10-30 17:58:16.176,0.0,1.3110806419459622,1.9823477060087593,1250.0227632681967
GR86-001-001,1761847096176,1761847096176,4,159.04598483470278,0.0,79.84987295693091,7.649875141116022,0.1532581771017497,-0.3763331821176041,7082.296938690272,5,Road America,RA,001,001,2025-10-30 17:58:16.176,0.0,2.878901854658548,1.9671766821381067,1180.3828231150453
GR86-001-001,1761847096176,1761847096176,5,164.7029251148847,0.0,75.26628287916566,-2.9286404934066894,-0.6191231933999141,0.7922695373006718,7419.726992057554,5,Road America,RA,001,001,2025-10-30 17:58:16.176,0.0,2.320272648631329,2.1595771931855623,1236.6211653429257
GR86-001-001,1761847096176,1761847096176,5,164.3506571731287,0.0,69.63407670201163,-0.5764644688891882,0.0484879273891536,-1.6086105697161934,7156.804864177101,5,Road America,RA,001,001,2025-10-30 17:58:16.176,0.0,0.92730683772098,2.3267899128417158,1192.8008106961836
GR86-001-001,1761847096176,1761847096176,7,169.48123865499073,0.0,73.95566616422866,-3.878389396180704,0.6665930195458157,-0.7656313122227119,7237.921907307986,5,Road America,RA,001,001,2025-10-30 17:58:16.176,0.0,2.9694163627084835,2.2610864171850005,1206.3203178846643
GR86-001-001,1761847096176,1761847096176,7,167.49481965578602,0.0,35.66385916466523,-3.706078930385603,0.3591317734824549,-0.6036867615228415,6969.508672658068,5,Road America,RA,001,001,2025-10-30 17:58:16.176,0.0,2.237310787432521,4.568390329657633,1161.5847787763446
GR86-001-001,1761847096176,1761847096176,9,162.7461734175209,0.0,74.09538016730727,-3.2291187590262576,0.3715108099398024,0.3808006531705279,7082.301489532614,5,Road America,RA,001,001,2025-10-30 17:58:16.176,0.0,1.2296505326024034,2.1671928826371714,1180.383581588769
GR86-001-001,1761847096176,1761847096176,10,167.7944371932281,0.0,78.75989743677522,-0.958120063912978,-0.2876656170242689,0.2759043041249228,7144.649565660936,5,Road America,RA,001,001,2025-10-30 17:58:16.176,0.0,0.26434944950203676,2.1037443951860255,1190.774927610156
GR86-001-001,1761847096176,1761847096176,11,158.98032089980825,0.0,77.51091324539858,2.011088222817336,0.5592712858842265,0.7609206634035452,7005.874337179042,5,Road America,RA,001,001,2025-10-30 17:58:16.176,0.0,1.5302785846692242,2.0249455053833025,1167.6457228631737
GR86-001-001,1761847096176,1761847096176,12,169.0759519337089,0.0,65.40830445439623,7.724731130334183,0.6410593032482347,-1.6358685423832342,7465.877248506296,5,Road America,RA,001,001,2025-10-30 17:58:16.176,0.0,12.636644654482172,2.546006155748433,1244.3128747510493
GR86-001-001,1761847096176,1761847096176,13,172.91846909153148,0.0,67.56106546579396,7.452603973535026,-0.5124618751440245,1.0749603243249477,7195.517479763032,5,Road America,RA,001,001,2025-10-30 17:58:16.176,0.0,8.011253584456606,2.52210883708922,1199.2529132938387
