car_number,lap_number,lap_time,track_name
001,1,94.28630238450704,Indianapolis Motor Speedway
001,2,96.8466937069037,Indianapolis Motor Speedway
001,3,100.13040488613736,Indianapolis Motor Speedway
001,4,99.606745952666,Indianapolis Motor Speedway
001,5,102.0296563608743,Indianapolis Motor Speedway
001,6,102.88742946192377,Indianapolis Motor Speedway
001,7,104.2787099797899,Indianapolis Motor Speedway
001,8,110.4500646631637,Indianapolis Motor Speedway
001,9,110.67067095715696,Indianapolis Motor Speedway
001,10,113.65931061428373,Indianapolis Motor Speedway
001,11,114.71347849013708,Indianapolis Motor Speedway
001,12,115.2880097311411,Indianapolis Motor Speedway
001,13,117.53471771898035,Indianapolis Motor Speedway
001,14,119.73114842778737,Indianapolis Motor Speedway
001,15,123.7591476193534,Indianapolis Motor Speedway
001,16,125.7412173262059,Indianapolis Motor Speedway
001,17,123.65792701616606,Indianapolis Motor Speedway
001,18,128.7326631393535,Indianapolis Motor Speedway
001,19,129.0540717798311,Indianapolis Motor Speedway
001,20,128.79724831359437,Indianapolis Motor Speedway
001,21,135.3155169449234,Indianapolis Motor Speedway
001,22,134.82523081924091,Indianapolis Motor Speedway
001,23,136.71400592314708,Indianapolis Motor Speedway
001,24,138.94695959402242,Indianapolis Motor Speedway
001,25,141.80075637208182,Indianapolis Motor Speedway
002,1,96.35196675989987,Indianapolis Motor Speedway
002,2,96.67417980547854,Indianapolis Motor Speedway
002,3,99.35120767806791,Indianapolis Motor Speedway
002,4,99.05162784457738,Indianapolis Motor Speedway
002,5,104.3066074606276,Indianapolis Motor Speedway
002,6,102.77504446322068,Indianapolis Motor Speedway
002,7,105.60405955115777,Indianapolis Motor Speedway
002,8,108.54421769298082,Indianapolis Motor Speedway
002,9,108.27534733977866,Indianapolis Motor Speedway
002,10,113.29641738309118,Indianapolis Motor Speedway
002,11,113.27326557543415,Indianapolis Motor Speedway
002,12,116.22400400537295,Indianapolis Motor Speedway
002,13,119.29194991183536,Indianapolis Motor Speedway
002,14,119.36064489389562,Indianapolis Motor Speedway
002,15,123.51281730073012,Indianapolis Motor Speedway
002,16,122.66696868424248,Indianapolis Motor Speedway
002,17,123.57066523765873,Indianapolis Motor Speedway
002,18,128.6776335806646,Indianapolis Motor Speedway
002,19,127.93146095688522,Indianapolis Motor Speedway
002,20,132.40902682132773,Indianapolis Motor Speedway
002,21,134.33593324314174,Indianapolis Motor Speedway
002,22,135.12120733606147,Indianapolis Motor Speedway
002,23,136.50433910281896,Indianapolis Motor Speedway
002,24,136.29726015902975,Indianapolis Motor Speedway
002,25,142.83814343685157,Indianapolis Motor Speedway
003,1,95.01256457341859,Indianapolis Motor Speedway
003,2,98.02890215676264,Indianapolis Motor Speedway
003,3,100.47466846071033,Indianapolis Motor Speedway
003,4,100.11679519140834,Indianapolis Motor Speedway
003,5,101.71831205600826,Indianapolis Motor Speedway
003,6,102.43836589768206,Indianapolis Motor Speedway
003,7,106.17251085177797,Indianapolis Motor Speedway
003,8,106.51679796754337,Indianapolis Motor Speedway
003,9,109.47333780156796,Indianapolis Motor Speedway
003,10,111.31434249413837,Indianapolis Motor Speedway
003,11,116.0085986113492,Indianapolis Motor Speedway
003,12,115.8571966460705,Indianapolis Motor Speedway
003,13,116.49669148004672,Indianapolis Motor Speedway
003,14,118.85879754704291,Indianapolis Motor Speedway
003,15,119.85938129277811,Indianapolis Motor Speedway
003,16,124.13493741121589,Indianapolis Motor Speedway
003,17,123.62300352934722,Indianapolis Motor Speedway
003,18,127.2725250798863,Indianapolis Motor Speedway
003,19,129.84104576146606,Indianapolis Motor Speedway
003,20,132.71488938470452,Indianapolis Motor Speedway
003,21,132.89372869796782,Indianapolis Motor Speedway
003,22,135.98234334349308,Indianapolis Motor Speedway
003,23,138.62149443494897,Indianapolis Motor Speedway
003,24,140.04781456553036,Indianapolis Motor Speedway
003,25,139.45107641617582,Indianapolis Motor Speedway
004,1,95.48149103592303,Indianapolis Motor Speedway
004,2,98.26975311640895,Indianapolis Motor Speedway
004,3,100.57834564009262,Indianapolis Motor Speedway
004,4,102.3654129971185,Indianapolis Motor Speedway
004,5,103.0985532477491,Indianapolis Motor Speedway
004,6,103.82486758993271,Indianapolis Motor Speedway
004,7,104.63302269030014,Indianapolis Motor Speedway
004,8,107.86633606446524,Indianapolis Motor Speedway
004,9,108.61709657205714,Indianapolis Motor Speedway
004,10,112.39776761493984,Indianapolis Motor Speedway
004,11,113.02177455224933,Indianapolis Motor Speedway
004,12,117.94457285468884,Indianapolis Motor Speedway
004,13,117.82587335647459,Indianapolis Motor Speedway
004,14,121.50316183025521,Indianapolis Motor Speedway
004,15,119.29058638068003,Indianapolis Motor Speedway
004,16,121.43980586200942,Indianapolis Motor Speedway
004,17,126.25376778326836,Indianapolis Motor Speedway
004,18,128.5903281595341,Indianapolis Motor Speedway
004,19,127.51812452118476,Indianapolis Motor Speedway
004,20,130.45693384785304,Indianapolis Motor Speedway
004,21,131.2295588635285,Indianapolis Motor Speedway
004,22,134.02202865862614,Indianapolis Motor Speedway
004,23,137.2272513384194,Indianapolis Motor Speedway
004,24,140.53942557972994,Indianapolis Motor Speedway
004,25,142.56499311025186,Indianapolis Motor Speedway
005,1,96.49299702452367,Indianapolis Motor Speedway
005,2,97.72387347262054,Indianapolis Motor Speedway
005,3,99.59399109079587,Indianapolis Motor Speedway
005,4,99.80392902715451,Indianapolis Motor Speedway
005,5,102.21757528386436,Indianapolis Motor Speedway
005,6,104.45632983912824,Indianapolis Motor Speedway
005,7,104.67586960319943,Indianapolis Motor Speedway
005,8,106.1784809793688,Indianapolis Motor Speedway
005,9,109.96545893351416,Indianapolis Motor Speedway
005,10,111.00542604518098,Indianapolis Motor Speedway
005,11,112.707448546739,Indianapolis Motor Speedway
005,12,114.79234136662728,Indianapolis Motor Speedway
005,13,119.54479986668669,Indianapolis Motor Speedway
005,14,119.5120449779681,Indianapolis Motor Speedway
005,15,120.6634910712925,Indianapolis Motor Speedway
005,16,124.51177465613786,Indianapolis Motor Speedway
005,17,125.834073568649,Indianapolis Motor Speedway
005,18,125.20107828868927,Indianapolis Motor Speedway
005,19,129.18402632596784,Indianapolis Motor Speedway
005,20,129.0070539034583,Indianapolis Motor Speedway
005,21,133.40986280174837,Indianapolis Motor Speedway
005,22,134.2808687268836,Indianapolis Motor Speedway
005,23,134.67249178784203,Indianapolis Motor Speedway
005,24,138.25690312101202,Indianapolis Motor Speedway
005,25,140.94443228214547,Indianapolis Motor Speedway
