Car,car_number,lap,Lap,IM1a,IM1,IM2a,IM2,IM3a,FL
001,001,1,1,14.408216324435092,17.312770706110765,15.516556422181763,18.212040584898872,16.296378381261366,14.410258744967644
001,001,2,2,14.190809532844986,17.033902954024853,15.155928587003395,17.97652188160126,16.08968960037168,14.133373749540064
001,001,3,3,15.111136260144686,17.812837392494522,16.075729177712407,18.968311759977908,16.910287777063356,14.956467424771754
001,001,4,4,14.844719681881678,17.653614297606357,15.919697904997285,18.931192009409976,16.90138511907834,14.948157410064155
001,001,5,5,15.63946238880264,18.796819111457065,16.615473946961952,19.83798357468727,17.649601043086253,15.482580337622938
001,001,6,6,15.791725909692582,18.9882797196659,16.87814827467742,20.12263544040696,17.69606391524937,15.87589288183913
001,001,7,7,16.322831071279566,19.466551740894843,17.358655355094484,20.30911777394693,18.172746346515734,16.2503962478281
001,001,8,8,16.13419140043997,19.556897081731883,17.275679711614792,20.607526971726994,18.4525930694886,16.29016825402248
001,001,9,9,16.63348668544584,20.049628378149894,17.603968205888957,20.904784615816485,18.95904680810542,16.526344543475567
001,001,10,10,17.005128156669134,20.25254121192658,17.965593387311596,21.469825590960163,19.22744245260256,16.830386965000873
001,001,11,11,17.20663135362266,20.617700326373015,18.425454733259084,22.05315346460725,19.46961461113668,17.339622790274056
001,001,12,12,17.314469191227694,21.154398644140475,18.726246444142568,21.929696554703906,20.01751809712,17.527912983108592
001,001,13,13,17.79472282276791,21.20743896947194,18.973738154430475,22.586232209553263,20.21539400290389,17.80925633344129
001,001,14,14,18.158707702398086,21.977143971642395,19.257443920624176,23.008311746968968,20.627009534820065,18.147194868950876
001,001,15,15,18.111549500585543,21.54251660813801,19.141039283774568,22.753092588967636,20.20304649847821,17.89558889799733
001,001,16,16,18.470991175168262,22.288897855157526,19.633349885739644,23.3102228661658,20.88433573713476,18.428826887785938
001,001,17,17,19.108324167422932,23.17917962882862,20.431583305537046,24.158137655215658,21.900290516845903,19.311140040483462
001,001,18,18,18.893202656196042,22.545460299385706,20.219551078069838,24.082974563744145,21.482339966555774,18.988724751293475
001,001,19,19,19.177784494025257,23.095963121177835,20.53860555471172,24.359735972534843,21.583312135870578,19.103782956471573
001,001,20,20,19.25260009438071,23.153454354180575,20.48869906713442,24.378345185615153,21.85242565278702,19.456933344389796
001,001,21,21,20.020789537538906,23.98116729789285,21.337272599367953,25.476895016698933,22.706151301294344,19.900298539410162
001,001,22,22,20.176679267952174,24.377086347605328,21.426957712982837,25.68682845661984,22.92972707840244,20.35372767203398
001,001,23,23,20.89867191961148,24.936775193170504,22.356796410177584,26.471323282556757,23.6658746451988,21.078667382867618
001,001,24,24,20.386691444806107,24.497792810948386,21.59996472440737,25.915487310906418,23.206796141034182,20.303421487422238
001,001,25,25,21.139682412442887,25.234652270159298,22.639346438224347,26.926979848006162,24.01523051647932,21.0314108571129
002,002,1,1,14.45089234754323,17.26818027792345,15.351688617857175,18.189498100430725,16.33546294184595,14.275800052986726
002,002,2,2,14.388504422302905,17.4316839429472,15.732293781098702,18.436950478913648,16.464766186801217,14.6446463949175
002,002,3,3,14.696054098337504,17.402959414132212,15.572353239086098,18.496800849896655,16.64923385259943,14.354761880641048
002,002,4,4,14.822028731331313,17.692221609926246,15.920169728284447,18.790098284173318,16.950688095804036,14.842300997733217
002,002,5,5,15.051383125397939,18.417382774534666,16.175560537860648,19.2387648615649,17.261834595782354,15.33485290848638
002,002,6,6,15.659092718362142,18.734431016623915,16.716909972479023,19.896479178336183,17.780958577816133,15.503174638140258
002,002,7,7,15.689012568764317,18.86763479525062,16.762025227895926,19.843281516735995,17.961774613452786,15.674681834303254
002,002,8,8,16.158291179113213,19.12004870552572,17.00554485509375,20.378804441899113,18.45948734923669,16.112131738830403
002,002,9,9,16.63889342073831,19.74879079466545,17.62829462732713,21.0213401455411,18.815260991007413,16.543171531293535
002,002,10,10,17.01705241126629,20.19321363056003,17.959924870526844,21.332337728442145,19.193001282623964,16.839256560221862
002,002,11,11,17.50334585364788,21.010637008796483,18.678707250994858,21.895381555091095,19.71442595584518,17.45311958541585
002,002,12,12,17.625116717738173,21.162017914328654,18.73720719212893,22.341884884897645,19.922257423430295,17.591609524976118
002,002,13,13,17.48133729613161,20.97770789743662,18.666804027835624,22.032167251835247,19.69211006398932,17.46019317970865
002,002,14,14,17.838160702380478,21.52230596455062,19.130006080879948,22.722596937020025,20.324699422561864,17.895476170195142
002,002,15,15,18.360124351637566,22.15821787552416,19.49441210842228,23.265753944827562,20.91263191413532,18.211136905583853
002,002,16,16,18.861914984297695,22.710683377507433,20.11255455218414,23.962554945359003,21.44158940595022,18.909677198921504
002,002,17,17,18.528415325014013,22.416853460086262,20.040761607625434,23.609953069459188,21.16413598010978,18.62131439901447
