car_number,lap_number,lap_time,track_name
001,1,106.40526692462701,Sonoma Raceway
001,2,105.67634219212184,Sonoma Raceway
001,3,107.02728213519276,Sonoma Raceway
001,4,111.9066820139441,Sonoma Raceway
001,5,113.17106206598804,Sonoma Raceway
001,6,114.17544523423008,Sonoma Raceway
001,7,117.0396994933083,Sonoma Raceway
001,8,121.114686195105,Sonoma Raceway
001,9,122.90426283865972,Sonoma Raceway
001,10,122.64319060960159,Sonoma Raceway
001,11,125.27940875547034,Sonoma Raceway
001,12,129.2095642429378,Sonoma Raceway
001,13,132.58034902293033,Sonoma Raceway
001,14,130.89080074652205,Sonoma Raceway
001,15,135.79085802861425,Sonoma Raceway
001,16,137.9756628153377,Sonoma Raceway
001,17,138.51266968429252,Sonoma Raceway
001,18,143.2676368349543,Sonoma Raceway
001,19,143.17272386332027,Sonoma Raceway
001,20,144.20900731445766,Sonoma Raceway
001,21,146.06358768023745,Sonoma Raceway
001,22,147.75730065346008,Sonoma Raceway
001,23,150.9613645814949,Sonoma Raceway
001,24,155.39346500538647,Sonoma Raceway
001,25,158.49401276162712,Sonoma Raceway
002,1,106.64805877452514,Sonoma Raceway
002,2,105.35266014744366,Sonoma Raceway
002,3,111.25584378386363,Sonoma Raceway
002,4,111.32419878900878,Sonoma Raceway
002,5,113.84030326832772,Sonoma Raceway
002,6,117.49384060616136,Sonoma Raceway
002,7,118.94035007048662,Sonoma Raceway
002,8,117.4741575666835,Sonoma Raceway
002,9,123.67823191860737,Sonoma Raceway
002,10,121.52341663373825,Sonoma Raceway
002,11,124.71545447561451,Sonoma Raceway
002,12,129.41671066588884,Sonoma Raceway
002,13,130.96779740999276,Sonoma Raceway
002,14,132.27917115071978,Sonoma Raceway
002,15,135.59409738549945,Sonoma Raceway
002,16,137.90758398048004,Sonoma Raceway
002,17,139.93643189968887,Sonoma Raceway
002,18,143.19354427402465,Sonoma Raceway
002,19,143.41121393818923,Sonoma Raceway
002,20,142.54781697481204,Sonoma Raceway
002,21,147.91810055047208,Sonoma Raceway
002,22,149.21729193604978,Sonoma Raceway
002,23,150.90469470334222,Sonoma Raceway
002,24,156.20258482053632,Sonoma Raceway
002,25,157.45027571974916,Sonoma Raceway
003,1,105.83163165236813,Sonoma Raceway
003,2,108.12868395246291,Sonoma Raceway
003,3,110.41242594931279,Sonoma Raceway
003,4,111.42096247365272,Sonoma Raceway
003,5,111.37376784792289,Sonoma Raceway
003,6,116.85092707821805,Sonoma Raceway
003,7,116.19131329359,Sonoma Raceway
003,8,118.53646666535145,Sonoma Raceway
003,9,121.10470075180739,Sonoma Raceway
003,10,124.12090925906992,Sonoma Raceway
003,11,125.14379899907104,Sonoma Raceway
003,12,129.93885895260502,Sonoma Raceway
003,13,128.73099172582465,Sonoma Raceway
003,14,130.43304049288363,Sonoma Raceway
003,15,135.57455352807892,Sonoma Raceway
003,16,134.31237234528626,Sonoma Raceway
003,17,140.53553811129535,Sonoma Raceway
003,18,139.44043880204973,Sonoma Raceway
003,19,145.0917940556109,Sonoma Raceway
003,20,143.35896124890738,Sonoma Raceway
003,21,145.5516752276227,Sonoma Raceway
003,22,146.5769872870269,Sonoma Raceway
003,23,151.465826310757,Sonoma Raceway
003,24,154.7447370461898,Sonoma Raceway
003,25,155.2168566743495,Sonoma Raceway
004,1,104.15957457260485,Sonoma Raceway
004,2,106.63357504111266,Sonoma Raceway
004,3,109.70959731617023,Sonoma Raceway
004,4,109.16172551960744,Sonoma Raceway
004,5,113.5616984814926,Sonoma Raceway
004,6,117.38346047449917,Sonoma Raceway
004,7,115.89640350413916,Sonoma Raceway
004,8,120.09176073869929,Sonoma Raceway
004,9,123.69970430111655,Sonoma Raceway
004,10,122.03930246715697,Sonoma Raceway
004,11,123.8498454645449,Sonoma Raceway
004,12,128.72786428753497,Sonoma Raceway
004,13,131.171622006833,Sonoma Raceway
004,14,131.7459792675849,Sonoma Raceway
004,15,136.1652916447007,Sonoma Raceway
004,16,137.96906490167163,Sonoma Raceway
004,17,136.72430243105714,Sonoma Raceway
004,18,138.48700068708703,Sonoma Raceway
004,19,144.78584794504832,Sonoma Raceway
004,20,147.62291726372314,Sonoma Raceway
004,21,146.22771667970915,Sonoma Raceway
004,22,150.72287806981026,Sonoma Raceway
004,23,150.7192855438044,Sonoma Raceway
004,24,152.38236394099985,Sonoma Raceway
004,25,152.64960936909972,Sonoma Raceway
005,1,103.72175070057061,Sonoma Raceway
005,2,106.3958604543033,Sonoma Raceway
005,3,109.05916192937633,Sonoma Raceway
005,4,113.17530807193229,Sonoma Raceway
005,5,114.08377486056051,Sonoma Raceway
005,6,113.3804881144674,Sonoma Raceway
005,7,116.87211741346569,Sonoma Raceway
005,8,118.82546292759774,Sonoma Raceway
005,9,120.17001206950061,Sonoma Raceway
005,10,124.59056105620776,Sonoma Raceway
005,11,128.42177344685038,Sonoma Raceway
005,12,126.33567593870981,Sonoma Raceway
005,13,129.9481929279658,Sonoma Raceway
005,14,134.23111049390394,Sonoma Raceway
005,15,136.36175517899756,Sonoma Raceway
005,16,135.74013954647862,Sonoma Raceway
005,17,136.84975803982095,Sonoma Raceway
005,18,138.7989344810094,Sonoma Raceway
005,19,140.37147221318773,Sonoma Raceway
005,20,146.4075790497424,Sonoma Raceway
005,21,149.0563865571119,Sonoma Raceway
005,22,146.49621433283698,Sonoma Raceway
005,23,148.3488286283989,Sonoma Raceway
005,24,155.6152002520337,Sonoma Raceway
005,25,154.89106230196555,Sonoma Raceway
