car_number,lap_number,lap_time,track_name
001,1,130.18288295390425,Sebring International Raceway
001,2,130.1122456649957,Sebring International Raceway
001,3,135.1058903528426,Sebring International Raceway
001,4,138.94439039301847,Sebring International Raceway
001,5,139.90855459857772,Sebring International Raceway
001,6,140.77180728070874,Sebring International Raceway
001,7,146.194655605512,Sebring International Raceway
001,8,149.20401156877193,Sebring International Raceway
001,9,149.57869960068217,Sebring International Raceway
001,10,155.40312712547055,Sebring International Raceway
001,11,155.85189231875438,Sebring International Raceway
001,12,161.344850964748,Sebring International Raceway
001,13,163.7875131518402,Sebring International Raceway
001,14,161.63372023044812,Sebring International Raceway
001,15,163.71516127407486,Sebring International Raceway
001,16,172.25371616616488,Sebring International Raceway
001,17,174.49489276956783,Sebring International Raceway
001,18,172.26115055602156,Sebring International Raceway
001,19,176.4374039505964,Sebring International Raceway
001,20,179.76427457187248,Sebring International Raceway
001,21,182.0088640410839,Sebring International Raceway
001,22,186.09158522552133,Sebring International Raceway
001,23,189.17989061801737,Sebring International Raceway
001,24,190.36919606535963,Sebring International Raceway
001,25,192.03195981911458,Sebring International Raceway
002,1,129.87637732695944,Sebring International Raceway
002,2,134.8868868333104,Sebring International Raceway
002,3,135.3923778111239,Sebring International Raceway
002,4,137.53348084021718,Sebring International Raceway
002,5,141.1091588407932,Sebring International Raceway
002,6,142.42108708013018,Sebring International Raceway
002,7,143.1197130675762,Sebring International Raceway
002,8,148.37335887005443,Sebring International Raceway
002,9,153.50105790311633,Sebring International Raceway
002,10,150.46370379106565,Sebring International Raceway
002,11,157.47329958105664,Sebring International Raceway
002,12,156.43219802499215,Sebring International Raceway
002,13,159.8406374419949,Sebring International Raceway
002,14,160.68903375333892,Sebring International Raceway
002,15,163.53077075897986,Sebring International Raceway
002,16,169.74926125476136,Sebring International Raceway
002,17,169.09858190562738,Sebring International Raceway
002,18,174.9718372523742,Sebring International Raceway
002,19,174.30402746549035,Sebring International Raceway
002,20,176.86835857954932,Sebring International Raceway
002,21,180.49469459207842,Sebring International Raceway
002,22,182.0222087233704,Sebring International Raceway
002,23,184.9598002539062,Sebring International Raceway
002,24,188.84069217269672,Sebring International Raceway
002,25,190.74239097872143,Sebring International Raceway
003,1,127.63226955799831,Sebring International Raceway
003,2,133.77602200362972,Sebring International Raceway
003,3,134.27337851685024,Sebring International Raceway
003,4,135.77973145797986,Sebring International Raceway
003,5,140.34279342179323,Sebring International Raceway
003,6,143.0009347166153,Sebring International Raceway
003,7,147.52950091340747,Sebring International Raceway
003,8,145.3354302188801,Sebring International Raceway
003,9,149.28450991746317,Sebring International Raceway
003,10,154.86911064297274,Sebring International Raceway
003,11,157.22049969726888,Sebring International Raceway
003,12,158.72938685428718,Sebring International Raceway
003,13,164.1520147590714,Sebring International Raceway
003,14,164.97425748538015,Sebring International Raceway
003,15,165.75629246956916,Sebring International Raceway
003,16,170.35806629862606,Sebring International Raceway
003,17,168.73522979247952,Sebring International Raceway
003,18,172.8498299200594,Sebring International Raceway
003,19,173.9624422701437,Sebring International Raceway
003,20,179.7844821598635,Sebring International Raceway
003,21,183.74664856125827,Sebring International Raceway
003,22,183.87735393993327,Sebring International Raceway
003,23,184.65516063525297,Sebring International Raceway
003,24,188.5068701572619,Sebring International Raceway
003,25,194.40862650693398,Sebring International Raceway
004,1,131.39958133024172,Sebring International Raceway
004,2,130.6134716040357,Sebring International Raceway
004,3,135.99550021604313,Sebring International Raceway
004,4,138.1057738737493,Sebring International Raceway
004,5,140.13341383205557,Sebring International Raceway
004,6,142.01424381832706,Sebring International Raceway
004,7,146.92435945745294,Sebring International Raceway
004,8,149.87286452787723,Sebring International Raceway
004,9,149.81054116789804,Sebring International Raceway
004,10,155.59828872040788,Sebring International Raceway
004,11,156.75684364692648,Sebring International Raceway
004,12,160.30174974805982,Sebring International Raceway
004,13,158.7569309758208,Sebring International Raceway
004,14,163.5487357967513,Sebring International Raceway
004,15,167.74117409501238,Sebring International Raceway
004,16,166.7675383015634,Sebring International Raceway
004,17,168.5343749014311,Sebring International Raceway
004,18,170.76623159905475,Sebring International Raceway
004,19,175.56391046298054,Sebring International Raceway
004,20,180.12145855278663,Sebring International Raceway
004,21,179.09658629607074,Sebring International Raceway
004,22,181.98612588957903,Sebring International Raceway
004,23,190.52730265957618,Sebring International Raceway
004,24,190.37430207361444,Sebring International Raceway
004,25,189.05400646582703,Sebring International Raceway
005,1,132.22876497876916,Sebring International Raceway
005,2,131.13928690115384,Sebring International Raceway
005,3,132.5641757951316,Sebring International Raceway
005,4,138.34372466346318,Sebring International Raceway
005,5,140.70620840458707,Sebring International Raceway
005,6,144.1404529256763,Sebring International Raceway
005,7,146.05345917956606,Sebring International Raceway
005,8,148.28772298102393,Sebring International Raceway
005,9,152.18693754553593,Sebring International Raceway
005,10,155.44836742894213,Sebring International Raceway
005,11,154.36493010290604,Sebring International Raceway
005,12,156.02766427709957,Sebring International Raceway
005,13,159.06007081549697,Sebring International Raceway
005,14,166.9915994110499,Sebring International Raceway
005,15,167.55130005685476,Sebring International Raceway
005,16,169.73747358245396,Sebring International Raceway
005,17,169.8083717981902,Sebring International Raceway
005,18,175.96974246846884,Sebring International Raceway
005,19,174.49999438432775,Sebring International Raceway
005,20,175.93841940147485,Sebring International Raceway
005,21,180.2683264556216,Sebring International Raceway
005,22,186.23415983513854,Sebring International Raceway
005,23,190.59592960640316,Sebring International Raceway
005,24,186.24389257894936,Sebring International Raceway
005,25,191.28450464395053,Sebring International Raceway
