car_number,lap_number,lap_time,track_name
001,1,113.56573609517606,Virginia International Raceway
001,2,119.42832287445155,Virginia International Raceway
001,3,119.69788203938097,Virginia International Raceway
001,4,123.85641996955358,Virginia International Raceway
001,5,124.28299016208621,Virginia International Raceway
001,6,128.28724917745348,Virginia International Raceway
001,7,130.93401247536235,Virginia International Raceway
001,8,130.60199803614833,Virginia International Raceway
001,9,133.57723165016284,Virginia International Raceway
001,10,135.98649985343786,Virginia International Raceway
001,11,138.49214703644597,Virginia International Raceway
001,12,140.56419345971435,Virginia International Raceway
001,13,141.63656764917596,Virginia International Raceway
001,14,146.88613448841235,Virginia International Raceway
001,15,147.59648001240623,Virginia International Raceway
001,16,147.84167815126136,Virginia International Raceway
001,17,153.1613704209235,Virginia International Raceway
001,18,154.5761083374282,Virginia International Raceway
001,19,158.77574343742745,Virginia International Raceway
001,20,159.49793678227726,Virginia International Raceway
001,21,159.324531977557,Virginia International Raceway
001,22,162.50160864371702,Virginia International Raceway
001,23,168.30925357168007,Virginia International Raceway
001,24,165.78557800168727,Virginia International Raceway
001,25,173.15051018647202,Virginia International Raceway
002,1,113.1271445041859,Virginia International Raceway
002,2,115.52478749377283,Virginia International Raceway
002,3,120.74676194173662,Virginia International Raceway
002,4,122.97731432501315,Virginia International Raceway
002,5,121.82999743835849,Virginia International Raceway
002,6,128.9252635216492,Virginia International Raceway
002,7,128.654977166237,Virginia International Raceway
002,8,128.63375245990784,Virginia International Raceway
002,9,135.3658521054962,Virginia International Raceway
002,10,137.36584365555214,Virginia International Raceway
002,11,140.05298921083164,Virginia International Raceway
002,12,142.24617977208132,Virginia International Raceway
002,13,143.45041092259527,Virginia International Raceway
002,14,142.28699966700486,Virginia International Raceway
002,15,149.95656364322414,Virginia International Raceway
002,16,147.47979581605432,Virginia International Raceway
002,17,150.99441327152724,Virginia International Raceway
002,18,154.27507838798329,Virginia International Raceway
002,19,159.26537512770994,Virginia International Raceway
002,20,159.49863355851897,Virginia International Raceway
002,21,160.00508642009865,Virginia International Raceway
002,22,166.46067213538367,Virginia International Raceway
002,23,163.80668840569484,Virginia International Raceway
002,24,164.8714685110557,Virginia International Raceway
002,25,171.1131098622011,Virginia International Raceway
003,1,113.51782958152903,Virginia International Raceway
003,2,115.66179357218648,Virginia International Raceway
003,3,117.6231197145399,Virginia International Raceway
003,4,121.6986750485441,Virginia International Raceway
003,5,125.77515534442018,Virginia International Raceway
003,6,127.78883518973146,Virginia International Raceway
003,7,128.18164115076513,Virginia International Raceway
003,8,129.2637175422052,Virginia International Raceway
003,9,132.26887057496432,Virginia International Raceway
003,10,136.0128670914772,Virginia International Raceway
003,11,138.7013017709792,Virginia International Raceway
003,12,137.89892881482552,Virginia International Raceway
003,13,145.07851876290096,Virginia International Raceway
003,14,147.63089411751452,Virginia International Raceway
003,15,145.36469606555633,Virginia International Raceway
003,16,150.1409086418602,Virginia International Raceway
003,17,150.16329696368305,Virginia International Raceway
003,18,156.5787162166047,Virginia International Raceway
003,19,153.65391999945322,Virginia International Raceway
003,20,158.12913236884816,Virginia International Raceway
003,21,158.1375287385697,Virginia International Raceway
003,22,160.80537213922838,Virginia International Raceway
003,23,166.09128958549212,Virginia International Raceway
003,24,169.64747481259312,Virginia International Raceway
003,25,171.61637365224175,Virginia International Raceway
004,1,115.13616831031625,Virginia International Raceway
004,2,118.17601378919628,Virginia International Raceway
004,3,117.79198649652078,Virginia International Raceway
004,4,120.52314282880708,Virginia International Raceway
004,5,124.7864953334846,Virginia International Raceway
004,6,126.27165371585384,Virginia International Raceway
004,7,128.4235942637445,Virginia International Raceway
004,8,128.71733841377753,Virginia International Raceway
004,9,134.9930948259804,Virginia International Raceway
004,10,135.73671315291563,Virginia International Raceway
004,11,139.2292878616988,Virginia International Raceway
004,12,139.77013336200335,Virginia International Raceway
004,13,141.78614695880398,Virginia International Raceway
004,14,144.3853813115334,Virginia International Raceway
004,15,147.5143459064728,Virginia International Raceway
004,16,151.69364441081623,Virginia International Raceway
004,17,151.29664933838885,Virginia International Raceway
004,18,156.86728171010745,Virginia International Raceway
004,19,159.39014596874821,Virginia International Raceway
004,20,157.96602974021675,Virginia International Raceway
004,21,160.82203186897394,Virginia International Raceway
004,22,160.84493910460967,Virginia International Raceway
004,23,168.03702111070376,Virginia International Raceway
004,24,165.33095964849346,Virginia International Raceway
004,25,172.99634509805787,Virginia International Raceway
005,1,115.36266439027982,Virginia International Raceway
005,2,116.20200879934157,Virginia International Raceway
005,3,119.570643716025,Virginia International Raceway
005,4,121.27628689416744,Virginia International Raceway
005,5,125.07296335716754,Virginia International Raceway
005,6,124.50667355499033,Virginia International Raceway
005,7,127.79048606408107,Virginia International Raceway
005,8,132.7493565623745,Virginia International Raceway
005,9,134.8681188788516,Virginia International Raceway
005,10,136.25890064399474,Virginia International Raceway
005,11,139.3817087299371,Virginia International Raceway
005,12,139.1475068260762,Virginia International Raceway
005,13,144.1341425815785,Virginia International Raceway
005,14,142.35329217629803,Virginia International Raceway
005,15,145.7588719005563,Virginia International Raceway
005,16,149.13003610862395,Virginia International Raceway
005,17,150.33628812857887,Virginia International Raceway
005,18,154.7642469026692,Virginia International Raceway
005,19,158.42018489203377,Virginia International Raceway
005,20,159.0667389829688,Virginia International Raceway
005,21,157.95377774559768,Virginia International Raceway
005,22,160.1839851676356,Virginia International Raceway
005,23,163.94396783354952,Virginia International Raceway
005,24,165.78332369387132,Virginia International Raceway
005,25,170.65935243568296,Virginia International Raceway
